"mother_age_group","partner_age_group","p","p_lower","p_higher","se","n","uf"
"60-69","10-19",0.0151165824116693,-0.0140752110297793,0.0443083758531179,0.0148940458455919,65,"17"
"20-29","10-19",0.00519225339999539,-0.0051079764862122,0.015492483286203,0.00525531589736061,103,"17"
"70+","10-19",0,0,0,0,24,"17"
"10-19","10-19",0,0,0,0,6,"17"
"50-59","60-69",0.242452860891688,0.174186592608511,0.310719129174866,0.0348303687321058,203,"21"
"40-49","60-69",0.0400625609512168,0.0171935844060386,0.062931537496395,0.0116680595794442,279,"21"
"30-39","60-69",0.0261342393337927,0.00841141515945378,0.0438570635081316,0.00904242338845729,387,"21"
"60-69","60-69",0.454255590612136,0.363537652418616,0.544973528805656,0.046285512850793,120,"21"
"20-29","60-69",0,0,0,0,270,"21"
"70+","60-69",0.145367986419136,0.0566915564658811,0.23404441637239,0.045243907874187,66,"21"
"10-19","60-69",0,0,0,0,51,"21"
"50-59","50-59",0.507268459647856,0.427978375821747,0.586558543473965,0.0404548677687645,203,"21"
"40-49","50-59",0.365067088258544,0.299788790745573,0.430345385771515,0.0333058658362489,279,"21"
"30-39","50-59",0.0557437434013654,0.0256261636248789,0.0858613231778519,0.0153663944919652,387,"21"
"60-69","50-59",0.142610236313958,0.0761106884307962,0.20910978419712,0.0339289642093945,120,"21"
"20-29","50-59",0.00531743314119665,-0.0020755516936578,0.0127104179760511,0.00377200034958263,270,"21"
"70+","50-59",0.0509053453823957,-0.00131649100421535,0.103127181769007,0.0266442836697665,66,"21"
"10-19","50-59",0,0,0,0,51,"21"
"50-59","30-39",0.0385944702395909,0.00885376552538305,0.0683351749537988,0.0151741077636113,203,"21"
"40-49","30-39",0.0936477449882505,0.0582544973820147,0.129040992594486,0.0180581112129678,279,"21"
"30-39","30-39",0.50321392464989,0.446207660460771,0.560220188839008,0.0290853631182902,387,"21"
"60-69","30-39",0.0109445282835897,-0.0104256052199126,0.0323146617870921,0.0109033296897633,120,"21"
"20-29","30-39",0.381112366387347,0.313504650998365,0.448720081776328,0.0344943661833903,270,"21"
"70+","30-39",0,0,0,0,66,"21"
"10-19","30-39",0.064716502542568,-0.0111671745427695,0.140600179627905,0.0387168732098642,51,"21"
"50-59","40-49",0.117992502521208,0.0640096639774894,0.171975341064927,0.0275427706679964,203,"21"
"40-49","40-49",0.480679385941699,0.421927585567813,0.539431186315585,0.0299759591693077,279,"21"
"30-39","40-49",0.325684995482249,0.271294978080576,0.380075012883921,0.0277505188006996,387,"21"
"60-69","40-49",0.0497833022372686,-0.000352663085506313,0.0999192675600435,0.0255800441835876,120,"21"
"20-29","40-49",0.0760252480115904,0.0424307659377571,0.109619730085424,0.0171403568324838,270,"21"
"70+","40-49",0,0,0,0,66,"21"
"10-19","40-49",0,0,0,0,51,"21"
"50-59","20-29",0,0,0,0,203,"21"
"40-49","20-29",0.00217498412487233,-0.00223438859165061,0.00658435684139526,0.00224972129656642,279,"21"
"30-39","20-29",0.0892230971327038,0.0576652626186472,0.12078093164676,0.016101231840473,387,"21"
"60-69","20-29",0,0,0,0,120,"21"
"20-29","20-29",0.535064431631471,0.470114755301977,0.600014107960966,0.0331381988862087,270,"21"
"70+","20-29",0,0,0,0,66,"21"
"10-19","20-29",0.862725559750705,0.765769052162081,0.959682067339329,0.0494685149081333,51,"21"
"50-59","70+",0.0936917066996577,0.0492908958720535,0.138092517527262,0.0226538911826095,203,"21"
"40-49","70+",0.0183682357354165,0.00142830358206359,0.0353081678887695,0.00864298134403131,279,"21"
"30-39","70+",0,0,0,0,387,"21"
"60-69","70+",0.342406342553048,0.249718864621908,0.435093820484188,0.0472903985288746,120,"21"
"20-29","70+",0.00248052082839526,-0.00237562284465081,0.00733666450144133,0.00247766985074762,270,"21"
"70+","70+",0.803726668198468,0.704197611157903,0.903255725239034,0.0507810642571181,66,"21"
"10-19","70+",0,0,0,0,51,"21"
"50-59","10-19",0,0,0,0,203,"21"
"40-49","10-19",0,0,0,0,279,"21"
"30-39","10-19",0,0,0,0,387,"21"
"60-69","10-19",0,0,0,0,120,"21"
"20-29","10-19",0,0,0,0,270,"21"
"70+","10-19",0,0,0,0,66,"21"
"10-19","10-19",0.0725579377067265,0.00747206258720988,0.137643812826243,0.0332076893416949,51,"21"
"50-59","60-69",0.347361413331606,0.247914235836448,0.446808590826765,0.0507392882112046,131,"22"
"40-49","60-69",0.0126549951892152,-0.00172026223257271,0.0270302526110032,0.00733444978335221,146,"22"
"30-39","60-69",0.016599934207057,-0.0155873681435401,0.0487872365576541,0.0164223948013772,156,"22"
"60-69","60-69",0.699999577499604,0.588508138892633,0.811491016106576,0.0568844323091658,92,"22"
"20-29","60-69",0,0,0,0,91,"22"
"70+","60-69",0.0736430780659287,-0.0137834494794301,0.161069605611288,0.044606190845836,34,"22"
"10-19","60-69",0,0,0,0,5,"22"
"50-59","50-59",0.4982008711179,0.39822276520106,0.598178977034741,0.0510101750366104,131,"22"
"40-49","50-59",0.287803764911178,0.202951613914219,0.372655915908136,0.0432927092876509,146,"22"
"30-39","50-59",0.0886100733875292,0.0303972200628004,0.146822926712258,0.0297009811322577,156,"22"
"60-69","50-59",0.0649952871503851,0.0129627099589827,0.117027864341788,0.0265477210815244,92,"22"
"20-29","50-59",0,0,0,0,91,"22"
"70+","50-59",0,0,0,0,34,"22"
"10-19","50-59",0,0,0,0,5,"22"
"50-59","30-39",0.0345977261558776,-0.007226594227411,0.0764220465391662,0.021339331086282,131,"22"
"40-49","30-39",0.120782743155876,0.0606639234353905,0.180901562876362,0.0306734308358192,146,"22"
"30-39","30-39",0.558412483298118,0.468525984203309,0.648298982392926,0.045861301434017,156,"22"
"60-69","30-39",0,0,0,0,92,"22"
"20-29","30-39",0.438807533495077,0.325625973894437,0.551989093095718,0.0577467547839665,91,"22"
"70+","30-39",0,0,0,0,34,"22"
"10-19","30-39",0,0,0,0,5,"22"
"50-59","40-49",0.030747941815165,0.00117100779752989,0.0603248758328001,0.01509054975037,131,"22"
"40-49","40-49",0.56304431309809,0.461757670470011,0.66433095572617,0.0516778080755643,146,"22"
"30-39","40-49",0.297177636682924,0.220937308956731,0.373417964409117,0.0388988411662495,156,"22"
"60-69","40-49",0.0178862292169613,-0.00299912724741425,0.0387715856813368,0.0106559899207927,92,"22"
"20-29","40-49",0.0871482496454661,0.00427864064075974,0.170017858650172,0.0422811896842857,91,"22"
"70+","40-49",0,0,0,0,34,"22"
"10-19","40-49",0,0,0,0,5,"22"
"50-59","20-29",0.0273816799744863,-0.0111261239400146,0.0658894838889872,0.0196471997537942,131,"22"
"40-49","20-29",0.0157141836456407,-0.00286191537577792,0.0342902826670592,0.00947777569789266,146,"22"
"30-39","20-29",0.0391998724243717,0.00805284045213577,0.0703469043966076,0.0158916348554972,156,"22"
"60-69","20-29",0,0,0,0,92,"22"
"20-29","20-29",0.462789001325975,0.323374633281465,0.602203369370486,0.0711310866649558,91,"22"
"70+","20-29",0,0,0,0,34,"22"
"10-19","20-29",0.781277366367823,0.469534285473939,1.09302044726171,0.159055514975211,5,"22"
"50-59","70+",0.0617103676049645,0.00728498562791252,0.116135749582017,0.0277685622829565,131,"22"
"40-49","70+",0,0,0,0,146,"22"
"30-39","70+",0,0,0,0,156,"22"
"60-69","70+",0.217118906133049,0.111706487766681,0.322531324499417,0.0537828343774927,92,"22"
"20-29","70+",0,0,0,0,91,"22"
"70+","70+",0.926356921934071,0.838930394388712,1.01378344947943,0.044606190845836,34,"22"
"10-19","70+",0,0,0,0,5,"22"
"50-59","10-19",0,0,0,0,131,"22"
"40-49","10-19",0,0,0,0,146,"22"
"30-39","10-19",0,0,0,0,156,"22"
"60-69","10-19",0,0,0,0,92,"22"
"20-29","10-19",0.011255215533481,-0.0105835011976898,0.0330939322646518,0.0111424071582089,91,"22"
"70+","10-19",0,0,0,0,34,"22"
"10-19","10-19",0.218722633632177,-0.0930204472617079,0.530465714526061,0.159055514975211,5,"22"
"50-59","60-69",0.304681929660114,0.239902273250315,0.369461586069913,0.0330514524352349,223,"23"
"40-49","60-69",0.026245125443076,0.00599725797843009,0.0464929929077219,0.0103307344544892,252,"23"
"30-39","60-69",0.00844467553750274,-0.00152893944188933,0.0184182905168948,0.00508867257667114,306,"23"
"60-69","60-69",0.578753704964457,0.492863845525557,0.664643564403356,0.0438221620990936,132,"23"
"20-29","60-69",0,0,0,0,193,"23"
"70+","60-69",0.0654657187130433,0.0176064944358796,0.113324942990207,0.024418420264184,81,"23"
"10-19","60-69",0,0,0,0,22,"23"
"50-59","50-59",0.504789735201389,0.43324581670394,0.576333653698838,0.0365026699785191,223,"23"
"40-49","50-59",0.317923689594341,0.250202552097126,0.385644827091555,0.0345522356693237,252,"23"
"30-39","50-59",0.0555814554975446,0.0290735949265975,0.0820893160684916,0.0135246671775796,306,"23"
"60-69","50-59",0.103126796274655,0.0468878041093188,0.159365788439991,0.0286938906066346,132,"23"
"20-29","50-59",0.0124733984982626,-0.00635154257756244,0.0312983395740877,0.00960473826269963,193,"23"
"70+","50-59",0.0051267818403334,-0.00497912336124263,0.0152326870419094,0.00515616882824895,81,"23"
"10-19","50-59",0,0,0,0,22,"23"
"50-59","30-39",0.0360132648211316,0.00793428661882776,0.0640922430234353,0.0143262725355094,223,"23"
"40-49","30-39",0.149682964763872,0.0980914013133139,0.20127452821443,0.0263227099362569,252,"23"
"30-39","30-39",0.544409096203097,0.47928134137221,0.609536851033983,0.0332290569340079,306,"23"
"60-69","30-39",0,0,0,0,132,"23"
"20-29","30-39",0.458511481591437,0.385067745088961,0.531955218093912,0.0374719826903916,193,"23"
"70+","30-39",0,0,0,0,81,"23"
"10-19","30-39",0.0753441327096261,-0.0423461767391348,0.193034442158387,0.0600471796303846,22,"23"
"50-59","40-49",0.0954619361905475,0.0542074059802962,0.136716466400799,0.0210486164723749,223,"23"
"40-49","40-49",0.473326842490265,0.401231999613963,0.545421685366566,0.0367837590103575,252,"23"
"30-39","40-49",0.301797786434441,0.240735589019102,0.36285998384978,0.0311547548306958,306,"23"
"60-69","40-49",0.0129677829573931,-0.00562990839554333,0.0315654743103295,0.00948879239599944,132,"23"
"20-29","40-49",0.0549066679737191,0.0250705503147159,0.0847427856327223,0.0152227887320107,193,"23"
"70+","40-49",0,0,0,0,81,"23"
"10-19","40-49",0,0,0,0,22,"23"
"50-59","20-29",0.00792329691359417,-0.00310370484667805,0.0189502986738664,0.00562612468762273,223,"23"
"40-49","20-29",0.029419939555973,0.00458389109492729,0.0542559880170188,0.0126716861416584,252,"23"
"30-39","20-29",0.0807247112785853,0.0485676489111078,0.112881773646063,0.0164069659550524,306,"23"
"60-69","20-29",0,0,0,0,132,"23"
"20-29","20-29",0.465024773423293,0.394427850534213,0.535621696312373,0.0360195000754807,193,"23"
"70+","20-29",0,0,0,0,81,"23"
"10-19","20-29",0.821926002660825,0.649025424217682,0.994826581103968,0.0882162018317484,22,"23"
"50-59","70+",0.0511298372132242,0.0181949704945365,0.0840647039319118,0.0168038122018944,223,"23"
"40-49","70+",0.00340143815247376,-0.00321823304737064,0.0100211093523182,0.00337744532657719,252,"23"
"30-39","70+",0,0,0,0,306,"23"
"60-69","70+",0.305151715803496,0.223133085945497,0.387170345661494,0.041847008672073,132,"23"
"20-29","70+",0,0,0,0,193,"23"
"70+","70+",0.929407499446624,0.88043625691675,0.978378741976497,0.0249857869410624,81,"23"
"10-19","70+",0,0,0,0,22,"23"
"50-59","10-19",0,0,0,0,223,"23"
"40-49","10-19",0,0,0,0,252,"23"
"30-39","10-19",0.00904227504882948,-0.00848260072618789,0.0265671508238469,0.00894142745134674,306,"23"
"60-69","10-19",0,0,0,0,132,"23"
"20-29","10-19",0.0090836785132884,-0.00407454821791335,0.0222419052444902,0.00671350434752484,193,"23"
"70+","10-19",0,0,0,0,81,"23"
"10-19","10-19",0.102729864629549,-0.0348909208837391,0.240350650142837,0.070215976721421,22,"23"
"50-59","60-69",0.253757427775637,0.15444802286194,0.353066832689334,0.0506689947861476,144,"24"
"40-49","60-69",0.0326969968330635,0.00810048649629115,0.0572935071698358,0.0125494705672076,180,"24"
"30-39","60-69",0.0144693618100618,-0.00753682727476385,0.0364755508948874,0.0112278538067065,178,"24"
"60-69","60-69",0.543138129351354,0.414403666200009,0.671872592502699,0.0656820554697872,77,"24"
"20-29","60-69",0,0,0,0,123,"24"
"70+","60-69",0.0712207531426231,-0.00224968030733143,0.144691186592578,0.037485603832254,56,"24"
"10-19","60-69",0,0,0,0,12,"24"
"50-59","50-59",0.589844699184375,0.487904147306336,0.691785251062415,0.0520114413745015,144,"24"
"40-49","50-59",0.218200324454095,0.146984224429234,0.289416424478957,0.0363354125823766,180,"24"
"30-39","50-59",0.0593547360861806,0.0210487751078853,0.0976606970644758,0.0195442167715569,178,"24"
"60-69","50-59",0.188893364405115,0.0829576131366101,0.294829115673621,0.0540498458666144,77,"24"
"20-29","50-59",0.00503348867895549,-0.00490254541023416,0.0149695227681451,0.00506949830076666,123,"24"
"70+","50-59",0,0,0,0,56,"24"
"10-19","50-59",0,0,0,0,12,"24"
"50-59","30-39",0.0104042561974027,-0.00416334495187954,0.0249718573466849,0.00743258614147484,144,"24"
"40-49","30-39",0.23487420916336,0.141601655765207,0.328146762561512,0.0475889119054609,180,"24"
"30-39","30-39",0.630861008157551,0.545408492770743,0.71631352354436,0.0435990232784107,178,"24"
"60-69","30-39",0.0059431947107119,-0.0059221124077636,0.0178085018291874,0.0060538393623901,77,"24"
"20-29","30-39",0.430347145001384,0.336598241961371,0.524096048041397,0.047831951902939,123,"24"
"70+","30-39",0,0,0,0,56,"24"
"10-19","30-39",0,0,0,0,12,"24"
"50-59","40-49",0.101544236003209,0.0506082418445942,0.152480230161825,0.025988229661561,144,"24"
"40-49","40-49",0.437546756961965,0.32895238521171,0.546141128712221,0.055406309813259,180,"24"
"30-39","40-49",0.237299420639567,0.169015928512823,0.30558291276631,0.0348391565688732,178,"24"
"60-69","40-49",0,0,0,0,77,"24"
"20-29","40-49",0.0362960552056705,0.00416166037203035,0.0684304500393107,0.0163954006742533,123,"24"
"70+","40-49",0.0195935021093718,-0.0170298240334681,0.0562168282522117,0.0186857138354174,56,"24"
"10-19","40-49",0,0,0,0,12,"24"
"50-59","20-29",0.00573954754224495,-0.00548534753848309,0.016964442622973,0.0057270925227548,144,"24"
"40-49","20-29",0.067093515560655,0.0075534919855022,0.126633539135808,0.0303781212536541,180,"24"
"30-39","20-29",0.0580154733066401,0.0240559006919816,0.0919750459212987,0.0173266309394087,178,"24"
"60-69","20-29",0,0,0,0,77,"24"
"20-29","20-29",0.497220102743746,0.399808204514345,0.594632000973146,0.049700861341215,123,"24"
"70+","20-29",0,0,0,0,56,"24"
"10-19","20-29",0.952078967601738,0.857594216889793,1.04656371831368,0.0482073912874058,12,"24"
"50-59","70+",0.0387098332971313,0.00852596856686145,0.0688936980274011,0.0154002139673771,144,"24"
"40-49","70+",0.00958819702686099,-0.00384996223689432,0.0230263562906163,0.00685632969266466,180,"24"
"30-39","70+",0,0,0,0,178,"24"
"60-69","70+",0.262025311532819,0.138042917368626,0.386007705697011,0.0632574859243076,77,"24"
"20-29","70+",0,0,0,0,123,"24"
"70+","70+",0.909185744748005,0.83035460783155,0.98801688166446,0.0402207068794451,56,"24"
"10-19","70+",0,0,0,0,12,"24"
"50-59","10-19",0,0,0,0,144,"24"
"40-49","10-19",0,0,0,0,180,"24"
"30-39","10-19",0,0,0,0,178,"24"
"60-69","10-19",0,0,0,0,77,"24"
"20-29","10-19",0.0311032083702449,-0.00158882507783353,0.0637952418183234,0.0166799153994405,123,"24"
"70+","10-19",0,0,0,0,56,"24"
"10-19","10-19",0.0479210323982615,-0.0465637183136839,0.142405783110207,0.0482073912874058,12,"24"
"50-59","60-69",0.33019079971986,0.218063955983051,0.442317643456668,0.0572086245570075,148,"25"
"40-49","60-69",0.025413522351079,0.0034942081788916,0.0473328365232664,0.0111835290572093,181,"25"
"30-39","60-69",0.00863715832256855,-0.000743694911532441,0.0180180115566696,0.00478623755747349,214,"25"
"60-69","60-69",0.559141614283983,0.458776203450592,0.659507025117374,0.0512077832169675,99,"25"
"20-29","60-69",0,0,0,0,127,"25"
"70+","60-69",0.105969880366672,0.0107648426598352,0.201174918073508,0.0485748914050472,67,"25"
"10-19","60-69",0,0,0,0,16,"25"
"50-59","50-59",0.479127937684185,0.361474815517736,0.596781059850634,0.0600282061785226,148,"25"
"40-49","50-59",0.376427933905293,0.291766256493998,0.461089611316589,0.0431955271010568,181,"25"
"30-39","50-59",0.0658406572744106,0.0260874122480882,0.105593902300733,0.0202826405688528,214,"25"
"60-69","50-59",0.13659778253432,0.058789105973457,0.214406459095182,0.0396990338468501,99,"25"
"20-29","50-59",0,0,0,0,127,"25"
"70+","50-59",0.028282724018938,-0.0070477486845151,0.063613196722391,0.0180260826128109,67,"25"
"10-19","50-59",0,0,0,0,16,"25"
"50-59","30-39",0.00870191297997369,-0.00377311492571414,0.0211769408856615,0.00636492711299251,148,"25"
"40-49","30-39",0.0697981048734659,0.0272760524626335,0.112320157284298,0.0216953233560621,181,"25"
"30-39","30-39",0.542419218667151,0.461371584239605,0.623466853094698,0.0413515937368443,214,"25"
"60-69","30-39",0,0,0,0,99,"25"
"20-29","30-39",0.486197775145207,0.398252505008977,0.574143045281437,0.0448708602963785,127,"25"
"70+","30-39",0,0,0,0,67,"25"
"10-19","30-39",0,0,0,0,16,"25"
"50-59","40-49",0.128133035177005,0.0551434433269746,0.201122627027035,0.0372402719773235,148,"25"
"40-49","40-49",0.50494879354654,0.423959278829963,0.585938308263118,0.0413219402781951,181,"25"
"30-39","40-49",0.274247935624623,0.201989170964148,0.346506700285098,0.0368673941105261,214,"25"
"60-69","40-49",0.00299047886883974,-0.00296231312542081,0.00894327086310028,0.00303719458174508,99,"25"
"20-29","40-49",0.0371392079044721,0.00590113494876054,0.0683772808601837,0.0159380851903982,127,"25"
"70+","40-49",0,0,0,0,67,"25"
"10-19","40-49",0,0,0,0,16,"25"
"50-59","20-29",0,0,0,0,148,"25"
"40-49","20-29",0.0124309119621826,-0.00743722584892721,0.0322990497732924,0.0101369912752618,181,"25"
"30-39","20-29",0.102135123354997,0.0546041909620753,0.14966605574792,0.0242509213270448,214,"25"
"60-69","20-29",0,0,0,0,99,"25"
"20-29","20-29",0.472864391837308,0.384562107545297,0.561166676129318,0.0450530137229704,127,"25"
"70+","20-29",0,0,0,0,67,"25"
"10-19","20-29",0.897243184638629,0.753299884608909,1.04118648466835,0.0734418087093061,16,"25"
"50-59","70+",0.0474724580817815,0.00507239733112079,0.0898725188324423,0.02163308156941,148,"25"
"40-49","70+",0.0109807333614388,-0.00590031644063105,0.0278617831635087,0.00861293877603133,181,"25"
"30-39","70+",0.00671990675624889,-0.00648869593252085,0.0199285094450186,0.00673920683898149,214,"25"
"60-69","70+",0.301270124312858,0.191567207824568,0.410973040801148,0.0559719042562072,99,"25"
"20-29","70+",0,0,0,0,127,"25"
"70+","70+",0.86574739561439,0.765089093352114,0.966405697876666,0.0513572203654026,67,"25"
"10-19","70+",0,0,0,0,16,"25"
"50-59","10-19",0.00637385635719453,-0.00608837999378958,0.0188360927081786,0.00635840068964769,148,"25"
"40-49","10-19",0,0,0,0,181,"25"
"30-39","10-19",0,0,0,0,214,"25"
"60-69","10-19",0,0,0,0,99,"25"
"20-29","10-19",0.003798625113013,-0.00367420942176237,0.0112714596477884,0.00381274074101368,127,"25"
"70+","10-19",0,0,0,0,67,"25"
"10-19","10-19",0.102756815361371,-0.0411864846683493,0.246700115391091,0.0734418087093061,16,"25"
"50-59","60-69",0.257275513840588,0.192212834471204,0.322338193209973,0.0331958545578341,190,"26"
"40-49","60-69",0.043189379321027,0.0110987250932634,0.0752800335487906,0.016373083628521,183,"26"
"30-39","60-69",0,0,0,0,248,"26"
"60-69","60-69",0.572046161963586,0.464205331501813,0.679886992425359,0.0550218429075267,107,"26"
"20-29","60-69",0.00264549030691779,-0.00258149271283358,0.00787247332666916,0.00266687707579381,165,"26"
"70+","60-69",0.0506000909393899,-0.00280720529533923,0.104007387174119,0.0272491212369202,50,"26"
"10-19","60-69",0,0,0,0,16,"26"
"50-59","50-59",0.512894631599686,0.439145219200984,0.586644043998389,0.0376279426461039,190,"26"
"40-49","50-59",0.258474011068171,0.190297017044613,0.326651005091728,0.0347848198034905,183,"26"
"30-39","50-59",0.0226535562025813,0.00412698563824669,0.0411801267669159,0.0094525056125877,248,"26"
"60-69","50-59",0.0946180787839455,0.0334568661232398,0.155779291444651,0.0312052737413226,107,"26"
"20-29","50-59",0.00877239936279959,-0.00816932140367378,0.025714120129273,0.00864389391851458,165,"26"
"70+","50-59",0.037372566752694,-0.034734603498888,0.109479737004276,0.0367900486031142,50,"26"
"10-19","50-59",0,0,0,0,16,"26"
"50-59","30-39",0.0129014127320258,-0.00183903005445708,0.0276418555185086,0.0075207722706915,190,"26"
"40-49","30-39",0.139257062584517,0.0648556192881543,0.213658505880879,0.0379606175844206,183,"26"
"30-39","30-39",0.638495995439274,0.552434046809418,0.724557944069129,0.0439099643201105,248,"26"
"60-69","30-39",0,0,0,0,107,"26"
"20-29","30-39",0.434435129121846,0.323973057818727,0.544897200424964,0.0563592352586217,165,"26"
"70+","30-39",0,0,0,0,50,"26"
"10-19","30-39",0.124209812414184,-0.04759997558549,0.296019600413858,0.0876596658688056,16,"26"
"50-59","40-49",0.154889913832109,0.09763778557201,0.212142042092208,0.0292108062758788,190,"26"
"40-49","40-49",0.507282474000529,0.425621971165388,0.58894297683567,0.041664287445723,183,"26"
"30-39","40-49",0.268454688236412,0.190314969887093,0.346594406585731,0.0398679358221247,248,"26"
"60-69","40-49",0.0222984069929862,-0.00425369319882576,0.0488505071847981,0.0135472388274741,107,"26"
"20-29","40-49",0.0720188857190694,0.0302460272885672,0.113791744149572,0.0213130745054507,165,"26"
"70+","40-49",0,0,0,0,50,"26"
"10-19","40-49",0.162073608902645,-0.0555809649493814,0.379728182754672,0.111050292540505,16,"26"
"50-59","20-29",0,0,0,0,190,"26"
"40-49","20-29",0.0237625687811399,-0.000393382110951496,0.0479185196732313,0.0123246912099561,183,"26"
"30-39","20-29",0.070395760121733,0.0314993523509345,0.109292167892532,0.0198454706706901,248,"26"
"60-69","20-29",0,0,0,0,107,"26"
"20-29","20-29",0.46483851162962,0.36005514879205,0.569621874467191,0.053461881781547,165,"26"
"70+","20-29",0,0,0,0,50,"26"
"10-19","20-29",0.588569978184296,0.328289437366573,0.848850519002019,0.132798634500829,16,"26"
"50-59","70+",0.0620385279955903,0.0205807522304434,0.103496303760737,0.0211523150895428,190,"26"
"40-49","70+",0.0280345042446173,-0.00278279614717953,0.0588518046364141,0.0157234013659841,183,"26"
"30-39","70+",0,0,0,0,248,"26"
"60-69","70+",0.311037352259483,0.208261873285546,0.41381283123342,0.0524374324143794,107,"26"
"20-29","70+",0,0,0,0,165,"26"
"70+","70+",0.912027342307916,0.823886088442083,1.00016859617375,0.0449708538325602,50,"26"
"10-19","70+",0,0,0,0,16,"26"
"50-59","10-19",0,0,0,0,190,"26"
"40-49","10-19",0,0,0,0,183,"26"
"30-39","10-19",0,0,0,0,248,"26"
"60-69","10-19",0,0,0,0,107,"26"
"20-29","10-19",0.017289583859747,-0.00246366102175776,0.0370428287412518,0.0100783713564718,165,"26"
"70+","10-19",0,0,0,0,50,"26"
"10-19","10-19",0.125146600498875,-0.0200275286740188,0.270320729671769,0.0740697943013284,16,"26"
"50-59","60-69",0.336212568870157,0.252766699185459,0.419658438554855,0.042575205637914,133,"27"
"40-49","60-69",0.0839077148673092,0.0333499591832815,0.134465470551337,0.0257952473018999,194,"27"
"30-39","60-69",0.00546291946085063,-0.00525944583463874,0.01618528475634,0.00547069506382057,211,"27"
"60-69","60-69",0.447421999105411,0.328104525417049,0.566739472793774,0.0608773807220559,79,"27"
"20-29","60-69",0,0,0,0,146,"27"
"70+","60-69",0.149749981932597,0.0498774439713013,0.249622519893892,0.0509563128450712,48,"27"
"10-19","60-69",0,0,0,0,19,"27"
"50-59","50-59",0.456731242317865,0.347834574797462,0.565627909838268,0.0555605451831596,133,"27"
"40-49","50-59",0.284539975700161,0.206563685133799,0.362516266266523,0.039784552768025,194,"27"
"30-39","50-59",0.0221949719046169,0.00502803447808192,0.0393619093311519,0.00875880248920164,211,"27"
"60-69","50-59",0.103643973672175,0.0207170381474875,0.186570909196862,0.0423104384462186,79,"27"
"20-29","50-59",0.00985085768757934,-0.00937379257995215,0.0290755079551108,0.00980867527116472,146,"27"
"70+","50-59",0,0,0,0,48,"27"
"10-19","50-59",0,0,0,0,19,"27"
"50-59","30-39",0.0112431065677197,-0.010531169013762,0.0330173821492013,0.0111095284164578,133,"27"
"40-49","30-39",0.092371399678205,0.0490899272831486,0.135652872073261,0.0220827896514707,194,"27"
"30-39","30-39",0.593304726608832,0.517206272817606,0.669403180400059,0.0388264551754426,211,"27"
"60-69","30-39",0.0216085130667344,-0.0209192019527193,0.064136228086188,0.021698212495182,79,"27"
"20-29","30-39",0.447384939837173,0.363921656522651,0.530848223151695,0.042584090306184,146,"27"
"70+","30-39",0,0,0,0,48,"27"
"10-19","30-39",0,0,0,0,19,"27"
"50-59","40-49",0.145395882985668,0.0775164156265888,0.213275350344747,0.03463301769548,133,"27"
"40-49","40-49",0.524883591395473,0.443220800720766,0.606546382070181,0.0416654547322568,194,"27"
"30-39","40-49",0.258449833999258,0.195346034139989,0.321553633858528,0.0321964078712794,211,"27"
"60-69","40-49",0,0,0,0,79,"27"
"20-29","40-49",0.0417575129240662,0.00744789037205099,0.0760671354760815,0.0175052311280438,146,"27"
"70+","40-49",0.034401030953402,-0.0319732983949899,0.100775360301794,0.0338650760278986,48,"27"
"10-19","40-49",0,0,0,0,19,"27"
"50-59","20-29",0,0,0,0,133,"27"
"40-49","20-29",0.00918526255960915,-0.00143615986511844,0.0198066849843367,0.00541919265277731,194,"27"
"30-39","20-29",0.10038819983544,0.0491640078435214,0.151612391827358,0.0261352720743687,211,"27"
"60-69","20-29",0,0,0,0,79,"27"
"20-29","20-29",0.495780612433344,0.412732105751698,0.57882911911499,0.0423724656864728,146,"27"
"70+","20-29",0,0,0,0,48,"27"
"10-19","20-29",0.60167529545032,0.347032105771097,0.856318485129542,0.129922382088557,19,"27"
"50-59","70+",0.0504171992585908,0.00474359910070005,0.0960907994164816,0.0233032854267519,133,"27"
"40-49","70+",0.00511205579924203,-0.00490475548727093,0.015128867085755,0.00511071191385367,194,"27"
"30-39","70+",0.0201993481910022,-0.0023309033694159,0.0427295997514203,0.011495237534023,211,"27"
"60-69","70+",0.42732551415568,0.300467310169997,0.554183718141363,0.0647247627947883,79,"27"
"20-29","70+",0,0,0,0,146,"27"
"70+","70+",0.815848987114001,0.70182527823601,0.929872695991992,0.0581764306780101,48,"27"
"10-19","70+",0,0,0,0,19,"27"
"50-59","10-19",0,0,0,0,133,"27"
"40-49","10-19",0,0,0,0,194,"27"
"30-39","10-19",0,0,0,0,211,"27"
"60-69","10-19",0,0,0,0,79,"27"
"20-29","10-19",0.00522607711783796,-0.00503486365436286,0.0154870178900388,0.00523527006268371,146,"27"
"70+","10-19",0,0,0,0,48,"27"
"10-19","10-19",0.39832470454968,0.143681514870458,0.652967894228903,0.129922382088557,19,"27"
"50-59","60-69",0.220048992304386,0.133024222531184,0.307073762077587,0.0444012086240574,100,"28"
"40-49","60-69",0.0321042355366778,0.00308686370894892,0.0611216073644067,0.0148050535910936,174,"28"
"30-39","60-69",0.0301572128814122,-0.0127346483046728,0.0730490740674972,0.0218840047696848,159,"28"
"60-69","60-69",0.497900981442016,0.339002734428706,0.656799228455325,0.0810720239079281,51,"28"
"20-29","60-69",0.00707790510661645,-0.00660490304457246,0.0207607132578054,0.00698115284725493,105,"28"
