"mother_age_group","partner_age_group","p","p_lower","p_higher","se","n","uf"
"40-49","30-39",0.10622247562415,0.0608556715601505,0.151589279688149,0.0231467539311165,228,"42"
"30-39","30-39",0.570550557849876,0.500779952621181,0.640321163078571,0.0355979016854579,257,"42"
"60-69","30-39",0.00855464136041636,-0.00801832724065133,0.025127609961484,0.00845575160145449,163,"42"
"20-29","30-39",0.445451344490593,0.348309040437229,0.542593648543956,0.0495633107646923,146,"42"
"70+","30-39",0,0,0,0,57,"42"
"10-19","30-39",0.204357137521595,-0.0429723613445771,0.451686636387767,0.126190838615952,13,"42"
"50-59","40-49",0.0962899469100723,0.0564103936280642,0.13616950019208,0.0203470847406243,224,"42"
"40-49","40-49",0.522006489116292,0.448464213442281,0.595548764790304,0.0375222587017432,228,"42"
"30-39","40-49",0.340964209327701,0.273117892239483,0.40881052641592,0.0346161039811861,257,"42"
"60-69","40-49",0.0105515224568984,-0.00461556317179183,0.0257186080855887,0.0077384511900863,163,"42"
"20-29","40-49",0.0203709776880725,-0.000461596295267333,0.0412035516714124,0.0106290595886784,146,"42"
"70+","40-49",0,0,0,0,57,"42"
"10-19","40-49",0,0,0,0,13,"42"
"50-59","20-29",0,0,0,0,224,"42"
"40-49","20-29",0.0145722925730897,-0.00403044064402843,0.0331750257902078,0.00949136482295293,228,"42"
"30-39","20-29",0.0655009042900879,0.0292086188240855,0.10179318975609,0.0185168124273054,257,"42"
"60-69","20-29",0,0,0,0,163,"42"
"20-29","20-29",0.514221515026396,0.413765896374746,0.614677133678046,0.051253808459763,146,"42"
"70+","20-29",0,0,0,0,57,"42"
"10-19","20-29",0.795642862478405,0.548313363612233,1.04297236134458,0.126190838615952,13,"42"
"50-59","70+",0.00658680224748052,-0.00416788994983243,0.0173414944447935,0.00548718868415164,224,"42"
"40-49","70+",0.00277714058464303,-0.00267837368434617,0.00823265485363224,0.00278347679448276,228,"42"
"30-39","70+",0,0,0,0,257,"42"
"60-69","70+",0.20999324812649,0.142277375840241,0.277709120412738,0.0345495492878352,163,"42"
"20-29","70+",0,0,0,0,146,"42"
"70+","70+",0.84358934871795,0.72413004799312,0.963048649442782,0.0609497427846179,57,"42"
"10-19","70+",0,0,0,0,13,"42"
"50-59","10-19",0,0,0,0,224,"42"
"40-49","10-19",0.00320610479834651,-0.00295170769469128,0.0093639172913843,0.00314179879916663,228,"42"
"30-39","10-19",0,0,0,0,257,"42"
"60-69","10-19",0,0,0,0,163,"42"
"20-29","10-19",0.00735781516469046,-0.00713109570757621,0.0218467260369571,0.00739243730321238,146,"42"
"70+","10-19",0,0,0,0,57,"42"
"10-19","10-19",0,0,0,0,13,"42"
"50-59","60-69",0.272107248615123,0.199923858373815,0.34429063885643,0.0368289370675589,192,"43"
"40-49","60-69",0.036728053223519,0.00629488448005048,0.0671612219669875,0.0155274122297764,192,"43"
"30-39","60-69",0.00639867854450928,-0.00609534367042371,0.0188927007594423,0.00637461826517439,236,"43"
"60-69","60-69",0.562382411645292,0.459402976806507,0.665361846484077,0.0525414934412437,120,"43"
"20-29","60-69",0,0,0,0,115,"43"
"70+","60-69",0.163842342669193,0.0498813435779637,0.277803341760422,0.0581444353009233,66,"43"
"10-19","60-69",0,0,0,0,11,"43"
"50-59","50-59",0.517342501311345,0.436624238624983,0.598060763997708,0.0411835438421614,192,"43"
"40-49","50-59",0.285249941440547,0.21256321656172,0.357936666319374,0.0370857451729575,192,"43"
"30-39","50-59",0.053182342272132,0.019087328895626,0.087277355648638,0.0173957346387194,236,"43"
"60-69","50-59",0.176664879619182,0.0904151070985179,0.262914652139846,0.044005794596733,120,"43"
"20-29","50-59",0,0,0,0,115,"43"
"70+","50-59",0.0151431362137136,-0.0144652179567086,0.0447514903841358,0.0151065807351406,66,"43"
"10-19","50-59",0,0,0,0,11,"43"
"50-59","30-39",0.0262104287222087,-0.00384219143034021,0.0562630488747576,0.0153332512176755,192,"43"
"40-49","30-39",0.0736814562050346,0.0347682695500256,0.112594642860044,0.0198540314832065,192,"43"
"30-39","30-39",0.593240584575062,0.520189824265135,0.666291344884988,0.0372714809487019,236,"43"
"60-69","30-39",0,0,0,0,120,"43"
"20-29","30-39",0.361298747149659,0.259785929677706,0.462811564621612,0.0517932055245265,115,"43"
"70+","30-39",0,0,0,0,66,"43"
"10-19","30-39",0.237146851050363,-0.0518885981012252,0.526182300201952,0.147469775685402,11,"43"
"50-59","40-49",0.144073994467385,0.0863125815464296,0.20183540738834,0.0294706501632528,192,"43"
"40-49","40-49",0.561612014769076,0.488512604344506,0.634711425193646,0.0372963028918741,192,"43"
"30-39","40-49",0.247268417456769,0.188657698222349,0.305879136691189,0.0299039776734338,236,"43"
"60-69","40-49",0.0074038645101467,-0.00717293832847482,0.0219806673487682,0.0074372809672022,120,"43"
"20-29","40-49",0.0411134607386258,0.00176991272567437,0.0804570087515773,0.0200736076393691,115,"43"
"70+","40-49",0,0,0,0,66,"43"
"10-19","40-49",0,0,0,0,11,"43"
"50-59","20-29",0,0,0,0,192,"43"
"40-49","20-29",0.0292372096263496,0.00065114083057392,0.0578232784221254,0.0145849969801787,192,"43"
"30-39","20-29",0.0999099771515279,0.0499212525791647,0.149898701723891,0.0255049199713198,236,"43"
"60-69","20-29",0,0,0,0,120,"43"
"20-29","20-29",0.597587792111715,0.489028711977675,0.706146872245755,0.0553883035557491,115,"43"
"70+","20-29",0,0,0,0,66,"43"
"10-19","20-29",0.26345618068816,-0.0314147448990311,0.558327106275352,0.150447114290413,11,"43"
"50-59","70+",0.0402658268839389,0.00868391912781138,0.0718477346400664,0.0161135143325294,192,"43"
"40-49","70+",0.013491324735473,-0.01234020739645,0.039322856867396,0.0131795953066887,192,"43"
"30-39","70+",0,0,0,0,236,"43"
"60-69","70+",0.253548844225379,0.165565665946557,0.341532022504202,0.0448902015408563,120,"43"
"20-29","70+",0,0,0,0,115,"43"
"70+","70+",0.821014521117094,0.704490969401482,0.937538072832705,0.0594518841339608,66,"43"
"10-19","70+",0,0,0,0,11,"43"
"50-59","10-19",0,0,0,0,192,"43"
"40-49","10-19",0,0,0,0,192,"43"
"30-39","10-19",0,0,0,0,236,"43"
"60-69","10-19",0,0,0,0,120,"43"
"20-29","10-19",0,0,0,0,115,"43"
"70+","10-19",0,0,0,0,66,"43"
"10-19","10-19",0.499396968261476,0.162039265768735,0.836754670754218,0.172124439608981,11,"43"
"50-59","60-69",0.311267433767113,0.235226609684624,0.387308257849601,0.038797051722526,124,"50"
"40-49","60-69",0.0289566288809623,0.000788585634693216,0.0571246721272315,0.0143717147194821,159,"50"
"30-39","60-69",0.0135891250670054,-0.00227198079360452,0.0294502309276152,0.00809254965178965,201,"50"
"60-69","60-69",0.521043799096788,0.394570394251498,0.647517203942078,0.0645284330951467,96,"50"
"20-29","60-69",0,0,0,0,136,"50"
"70+","60-69",0.0682651590900626,-0.00669154101474922,0.143221859194874,0.0382439170801406,48,"50"
"10-19","60-69",0,0,0,0,21,"50"
"50-59","50-59",0.587154014992739,0.496343642611724,0.677964387373755,0.046332674017133,124,"50"
"40-49","50-59",0.281944556047177,0.200092192456381,0.363796919637973,0.0417621773851138,159,"50"
"30-39","50-59",0.0430932294860363,0.0142016406204809,0.0719848183515917,0.0147408774311409,201,"50"
"60-69","50-59",0.19245281867655,0.0992854798515542,0.285620157501546,0.0475352300143717,96,"50"
"20-29","50-59",0.00951685970350844,-0.00895196404863306,0.0279856834556499,0.00942304241191227,136,"50"
"70+","50-59",0.0538123516116727,-0.0104252514691583,0.118049954692504,0.0327748895324246,48,"50"
"10-19","50-59",0,0,0,0,21,"50"
"50-59","30-39",0.00516607899726331,-0.0048942087422334,0.01522636673676,0.00513289418522533,124,"50"
"40-49","30-39",0.132460023290495,0.0726321395134327,0.192287907067558,0.0305249914023815,159,"50"
"30-39","30-39",0.590158872849668,0.514140167760136,0.666177577939199,0.0387857663146654,201,"50"
"60-69","30-39",0,0,0,0,96,"50"
"20-29","30-39",0.393797529361997,0.301186564047234,0.48640849467676,0.0472513607623747,136,"50"
"70+","30-39",0,0,0,0,48,"50"
"10-19","30-39",0.0378074508562052,-0.0357531477693783,0.111368049481789,0.0375316073182059,21,"50"
"50-59","40-49",0.0688826270964895,0.0312558539887575,0.106509400204221,0.0191976859802156,124,"50"
"40-49","40-49",0.526297753844175,0.442653686955076,0.609941820733273,0.0426763285187238,159,"50"
"30-39","40-49",0.286728740622681,0.214517393155282,0.358940088090079,0.0368432012205287,201,"50"
"60-69","40-49",0,0,0,0,96,"50"
"20-29","40-49",0.0647917519268731,0.0205417082766094,0.109041795577137,0.0225769677398679,136,"50"
"70+","40-49",0.0313873931133635,-0.0272010307698033,0.0899758169965304,0.0298926022851975,48,"50"
"10-19","40-49",0,0,0,0,21,"50"
"50-59","20-29",0.00536915879130137,-0.00513649981247255,0.0158748173950753,0.00536012839350172,124,"50"
"40-49","20-29",0.015335289211634,-0.00700528131917274,0.0376758597424407,0.0113984597201919,159,"50"
"30-39","20-29",0.0664300319746096,0.02946310297508,0.103396960974139,0.0188610246367382,201,"50"
"60-69","20-29",0,0,0,0,96,"50"
"20-29","20-29",0.519138680472367,0.425502285979318,0.612775074965416,0.0477745485282592,136,"50"
"70+","20-29",0,0,0,0,48,"50"
"10-19","20-29",0.708352881810842,0.506785343958835,0.90992041966285,0.102842470291264,21,"50"
"50-59","70+",0.0221606863550941,-0.00400166689285029,0.0483230396030386,0.0133483846919177,124,"50"
"40-49","70+",0.0150057487255564,-0.00170113600651602,0.0317126334576288,0.00852407741359239,159,"50"
"30-39","70+",0,0,0,0,201,"50"
"60-69","70+",0.286503382226662,0.187768456103558,0.385238308349766,0.0503758879764691,96,"50"
"20-29","70+",0,0,0,0,136,"50"
"70+","70+",0.846535096184901,0.712252413784399,0.980817778585404,0.0685128315926758,48,"50"
"10-19","70+",0,0,0,0,21,"50"
"50-59","10-19",0,0,0,0,124,"50"
"40-49","10-19",0,0,0,0,159,"50"
"30-39","10-19",0,0,0,0,201,"50"
"60-69","10-19",0,0,0,0,96,"50"
"20-29","10-19",0.0127551785352546,-0.00190648269241144,0.0274168397629206,0.00748057685922564,136,"50"
"70+","10-19",0,0,0,0,48,"50"
"10-19","10-19",0.253839667332953,0.060695700891865,0.44698363377404,0.0985446508020467,21,"50"
"50-59","60-69",0.318208909334782,0.21907652109683,0.417341297572734,0.0505786784960824,135,"51"
"40-49","60-69",0.0641107978453946,0.0196179928222245,0.108603602868565,0.0227008278591462,168,"51"
"30-39","60-69",0.0146928590086434,-0.00806864646026044,0.0374543644775471,0.0116132263900988,182,"51"
"60-69","60-69",0.669621339153194,0.520489317189177,0.818753361117212,0.0760891644644248,61,"51"
"20-29","60-69",0,0,0,0,124,"51"
"70+","60-69",0.0556268709009401,-0.0119156361508972,0.123169377952777,0.0344610960122758,25,"51"
"10-19","60-69",0,0,0,0,14,"51"
"50-59","50-59",0.423672057972843,0.328628326002819,0.518715789942867,0.0484925910474463,135,"51"
"40-49","50-59",0.292642137109513,0.20837824576796,0.376906028451066,0.0429925712952973,168,"51"
"30-39","50-59",0.036707591103865,-0.00241095393803736,0.0758261361457673,0.0199588080956918,182,"51"
"60-69","50-59",0.119040911615661,0.0369493734701762,0.201132449761145,0.0418842074614698,61,"51"
"20-29","50-59",0.0106234941967611,-0.00987852857475125,0.0311255169682734,0.0104604079122013,124,"51"
"70+","50-59",0.0358299429466138,-0.0340010996119348,0.105660985505163,0.0356287376244498,25,"51"
"10-19","50-59",0,0,0,0,14,"51"
"50-59","30-39",0.0171491093343631,-0.00753944770773878,0.0418376663764649,0.0125964340349323,135,"51"
"40-49","30-39",0.10408762666049,0.0515499064484759,0.156625346872505,0.0268054518483122,168,"51"
"30-39","30-39",0.532295787950256,0.456548856561793,0.608042719338718,0.0386471037151423,182,"51"
"60-69","30-39",0,0,0,0,61,"51"
"20-29","30-39",0.463503435694379,0.355286866951896,0.571720004436861,0.0552135496346265,124,"51"
"70+","30-39",0,0,0,0,25,"51"
"10-19","30-39",0.0982275267618057,-0.0404335548273277,0.236888608350939,0.0707467497785032,14,"51"
"50-59","40-49",0.215694415917913,0.12018477916165,0.311204052674175,0.0487303019390307,135,"51"
"40-49","40-49",0.501927810716288,0.408660592298733,0.595195029133843,0.0475861899265675,168,"51"
"30-39","40-49",0.301706624580644,0.227551720779562,0.375861528381725,0.0378348298162649,182,"51"
"60-69","40-49",0.0587742417100159,-0.0403640463339838,0.157912529754016,0.0505816886565212,61,"51"
"20-29","40-49",0.0421777720698691,-0.00625487578217735,0.0906104199219156,0.024710988688607,124,"51"
"70+","40-49",0,0,0,0,25,"51"
"10-19","40-49",0,0,0,0,14,"51"
"50-59","20-29",0,0,0,0,135,"51"
"40-49","20-29",0.0132191987297164,0.00084777272943448,0.0255906247299984,0.0063120680266914,168,"51"
"30-39","20-29",0.114597137356593,0.0606525615656206,0.168541713147565,0.0275232484966459,182,"51"
"60-69","20-29",0,0,0,0,61,"51"
"20-29","20-29",0.435424569181399,0.335551052432759,0.535298085930038,0.0509568122355455,124,"51"
"70+","20-29",0,0,0,0,25,"51"
"10-19","20-29",0.760385630428338,0.493369755859434,1.02740150499724,0.13623509241756,14,"51"
"50-59","70+",0.0252755074400995,-0.0106752621319087,0.0612262770121077,0.018342566422436,135,"51"
"40-49","70+",0.0240124289385984,-0.00209139595415613,0.050116253831353,0.0133185227374881,168,"51"
"30-39","70+",0,0,0,0,182,"51"
"60-69","70+",0.152563507521129,0.065855811093313,0.239271203948945,0.0442394335364096,61,"51"
"20-29","70+",0,0,0,0,124,"51"
"70+","70+",0.908543186152446,0.811385467845713,1.00570090445918,0.0495711753241899,25,"51"
"10-19","70+",0,0,0,0,14,"51"
"50-59","10-19",0,0,0,0,135,"51"
"40-49","10-19",0,0,0,0,168,"51"
"30-39","10-19",0,0,0,0,182,"51"
"60-69","10-19",0,0,0,0,61,"51"
"20-29","10-19",0.0482707288575932,-0.00296542235550767,0.0995068800706941,0.0261413738299505,124,"51"
"70+","10-19",0,0,0,0,25,"51"
"10-19","10-19",0.141386842809857,-0.109059987324762,0.391833672944475,0.127781342978805,14,"51"
"50-59","60-69",0.353624732583377,0.262409007716061,0.444840457450692,0.0465394903104411,146,"52"
"40-49","60-69",0.0182777340531893,0.00316296574136715,0.0333925023650115,0.00771175819099002,166,"52"
"30-39","60-69",0.00624506222619663,-0.00256221922377767,0.0150523436761709,0.00449359351469977,169,"52"
"60-69","60-69",0.540708840239618,0.408782344965439,0.672635335513797,0.067310673213793,86,"52"
"20-29","60-69",0,0,0,0,112,"52"
"70+","60-69",0.0794483298126556,-0.0148232990418897,0.173719958667201,0.0480986536477955,32,"52"
"10-19","60-69",0,0,0,0,16,"52"
"50-59","50-59",0.481531586413875,0.376016643276474,0.587046529551277,0.0538351438953419,146,"52"
"40-49","50-59",0.320810003910903,0.222569575171706,0.419050432650101,0.0501235887567862,166,"52"
"30-39","50-59",0.0289391288955862,0.00329639537360779,0.0545818624175645,0.0130832677152463,169,"52"
"60-69","50-59",0.116911474066658,0.0403949435625296,0.193428004570787,0.0390397635403922,86,"52"
"20-29","50-59",0.0062323360256807,-0.0058649846886773,0.0183296567400387,0.00617221582119882,112,"52"
"70+","50-59",0.0204937726358178,-0.0195581084668292,0.0605456537384647,0.0204350087137167,32,"52"
"10-19","50-59",0,0,0,0,16,"52"
"50-59","30-39",0.0124561613868175,-0.00264823066136111,0.0275605534349962,0.00770646408164648,146,"52"
"40-49","30-39",0.199542095966168,0.0842099447280345,0.314874247204301,0.058844015577765,166,"52"
"30-39","30-39",0.615172530327239,0.530472101546985,0.699872959107493,0.0432152985709737,169,"52"
"60-69","30-39",0.00340964845805558,-0.00332091939707732,0.0101402163131885,0.00343402629243331,86,"52"
"20-29","30-39",0.5019996843188,0.40597287526916,0.59802649336844,0.0489941702026603,112,"52"
"70+","30-39",0,0,0,0,32,"52"
"10-19","30-39",0.0522304186362718,-0.0520542954177354,0.156515132690279,0.0532074644618941,16,"52"
"50-59","40-49",0.0844186604614824,0.0297245641995946,0.13911275672337,0.0279056639271476,146,"52"
"40-49","40-49",0.424187158312617,0.335634511931684,0.512739804693551,0.0451807518298427,166,"52"
"30-39","40-49",0.324826931726258,0.242437129646105,0.407216733806412,0.042036385734653,169,"52"
"60-69","40-49",0.035335928880599,0.000257382550862238,0.0704144752103357,0.0178975463867866,86,"52"
"20-29","40-49",0.105791117409598,0.0472568976669023,0.164325337152294,0.0298649466033083,112,"52"
"70+","40-49",0,0,0,0,32,"52"
"10-19","40-49",0,0,0,0,16,"52"
"50-59","20-29",0.00481510559056705,-0.00463979564282804,0.0142700068239621,0.00482401784317168,146,"52"
"40-49","20-29",0.0184938813553086,-0.00233490106578413,0.0393226637764013,0.0106271250825972,166,"52"
"30-39","20-29",0.0248163468247192,0.0068146487378625,0.042818044911576,0.0091847086114091,169,"52"
"60-69","20-29",0,0,0,0,86,"52"
"20-29","20-29",0.381392067403198,0.282937489616385,0.479846645190011,0.0502328504826673,112,"52"
"70+","20-29",0,0,0,0,32,"52"
"10-19","20-29",0.947769581363728,0.843484867309721,1.05205429541774,0.0532074644618941,16,"52"
"50-59","70+",0.0631537535638814,0.017166780505201,0.109140726622562,0.0234631724977702,146,"52"
"40-49","70+",0.018689126401813,-0.000369061119993543,0.0377473139236195,0.00972374373821922,166,"52"
"30-39","70+",0,0,0,0,169,"52"
"60-69","70+",0.303634108355069,0.183213257909105,0.424054958801034,0.0614403383918422,86,"52"
"20-29","70+",0,0,0,0,112,"52"
"70+","70+",0.900057897551527,0.79763414116196,1.00248165394109,0.0522579788187294,32,"52"
"10-19","70+",0,0,0,0,16,"52"
"50-59","10-19",0,0,0,0,146,"52"
"40-49","10-19",0,0,0,0,166,"52"
"30-39","10-19",0,0,0,0,169,"52"
"60-69","10-19",0,0,0,0,86,"52"
"20-29","10-19",0.00458479484272243,-0.00446155773353562,0.0136311474189805,0.00461557082049187,112,"52"
"70+","10-19",0,0,0,0,32,"52"
"10-19","10-19",0,0,0,0,16,"52"
"50-59","60-69",0.183212984792339,0.107191192229466,0.259234777355212,0.0387873415851125,97,"53"
"40-49","60-69",0.061285228381893,0.0187971140424124,0.103773342721374,0.0216780076953563,151,"53"
"30-39","60-69",0,0,0,0,145,"53"
"60-69","60-69",0.644779793480048,0.46849385466891,0.821065732291186,0.0899434582480387,51,"53"
"20-29","60-69",0,0,0,0,83,"53"
"70+","60-69",0.0194398562263912,-0.018815050106056,0.0576947625588384,0.0195181680042067,27,"53"
"10-19","60-69",0,0,0,0,8,"53"
"50-59","50-59",0.593057074816776,0.488464669588958,0.697649480044595,0.0533644526393496,97,"53"
"40-49","50-59",0.194920064064876,0.123957473281518,0.265882654848235,0.0362060687559069,151,"53"
"30-39","50-59",0.0613981396110737,0.0214583659421084,0.101337913280039,0.0203778099924311,145,"53"
"60-69","50-59",0.0967512734715217,0.0192184101344131,0.17428413680863,0.0395583102284929,51,"53"
"20-29","50-59",0.0103639649748946,-0.0100714577347134,0.0307993876845027,0.0104264276643857,83,"53"
"70+","50-59",0,0,0,0,27,"53"
"10-19","50-59",0.0670990797629452,-0.065676829689052,0.199874989214942,0.0677440557578183,8,"53"
"50-59","30-39",0.0220018840901912,-0.0101676153471775,0.05417138352756,0.0164133115154756,97,"53"
"40-49","30-39",0.0696994189004206,0.0287149024198441,0.110683935380997,0.0209108518339404,151,"53"
"30-39","30-39",0.599809437599064,0.503325261964588,0.69629361323354,0.0492275247889912,145,"53"
"60-69","30-39",0,0,0,0,51,"53"
"20-29","30-39",0.381458495225017,0.234364103360623,0.52855288708941,0.0750495381673618,83,"53"
"70+","30-39",0,0,0,0,27,"53"
"10-19","30-39",0.0704462258353443,-0.0690578353377201,0.209950287008409,0.0711768493061376,8,"53"
"50-59","40-49",0.157424757310427,0.0813254841359562,0.233524030484898,0.0388268732358003,97,"53"
"40-49","40-49",0.664034597274482,0.586693050997985,0.741376143550979,0.0394606976896296,151,"53"
"30-39","40-49",0.263664333123077,0.180849866587961,0.346478799658194,0.0422530552542529,145,"53"
"60-69","40-49",0.015480086751674,-0.0150936218560043,0.0460537953593523,0.0155991175597306,51,"53"
"20-29","40-49",0.0664957705990179,0.00660910999608583,0.12638243120195,0.0305549801298955,83,"53"
"70+","40-49",0,0,0,0,27,"53"
"10-19","40-49",0,0,0,0,8,"53"
"50-59","20-29",0.0304967575360755,-0.00530094361098538,0.0662944586831364,0.0182644688521976,97,"53"
"40-49","20-29",0.00516541711618462,-0.00500713509505412,0.0153379693274234,0.00519017302944265,151,"53"
"30-39","20-29",0.0751280896667852,0.0337173669140042,0.116538812419566,0.0211283080094448,145,"53"
"60-69","20-29",0,0,0,0,51,"53"
"20-29","20-29",0.541681769201071,0.383235292125214,0.700128246276928,0.080841524806406,83,"53"
"70+","20-29",0,0,0,0,27,"53"
"10-19","20-29",0.495276698730099,0.100710153524151,0.889843243936046,0.201313161016344,8,"53"
"50-59","70+",0.0138065414541916,-0.00541781396488985,0.0330308968732731,0.00980852483551778,97,"53"
"40-49","70+",0.00489527426214441,-0.00474790195526156,0.0145384504795504,0.00492007827361631,151,"53"
"30-39","70+",0,0,0,0,145,"53"
"60-69","70+",0.242988846296756,0.0694573773881589,0.416520315205353,0.0885380906370685,51,"53"
"20-29","70+",0,0,0,0,83,"53"
"70+","70+",0.980560143773609,0.942305237441161,1.01881505010606,0.0195181680042067,27,"53"
"10-19","70+",0,0,0,0,8,"53"
"50-59","10-19",0,0,0,0,97,"53"
"40-49","10-19",0,0,0,0,151,"53"
"30-39","10-19",0,0,0,0,145,"53"
"60-69","10-19",0,0,0,0,51,"53"
"20-29","10-19",0,0,0,0,83,"53"
"70+","10-19",0,0,0,0,27,"53"
"10-19","10-19",0.367177995671612,-0.0249093573817217,0.759265348724945,0.200048243817779,8,"53"
